,ID,Count
95,18383,562.9390496464802
96,18384,503.51250922039577
97,18385,401.8293247808775
98,18386,340.07137520312716
99,18387,280.98882796147456
100,18388,236.5091456446103
101,18389,211.71469790773
102,18390,227.65079008361755
103,18391,264.0147870531881
104,18392,304.0295002539562
105,18393,392.872543046985
106,18394,557.6379564814524
107,18395,618.214791984404
108,18396,624.7646063991989
109,18397,552.5555868262567
110,18398,590.8165245826262
111,18399,583.3540311100322
112,18400,568.4648355004442
113,18401,581.7076296724333
114,18402,596.0241639124217
115,18403,632.4418478853926
116,18404,607.7547741553117
117,18405,567.2747735917444
118,18406,569.3327753887428
119,18407,555.8752332031542
120,18408,518.8812170850587
121,18409,414.0943577064228
122,18410,350.451370780046
123,18411,289.5654474716041
124,18412,243.7281122048671
125,18413,218.1768637590555
126,18414,234.59937313545066
127,18415,272.0733080628331
128,18416,313.3093900006423
129,18417,404.8641882029019
130,18418,574.6587348940494
131,18419,637.0845566111709
132,18420,643.8342909534063
133,18421,569.4212361148287
134,18422,608.8500121358646
135,18423,601.1597410410227
136,18424,585.816082645559
137,18425,599.4630865069088
138,18426,614.2166041948547
139,18427,651.7458648135671
140,18428,626.3052677504147
141,18429,584.5896964877477
142,18430,586.71051465539
143,18431,572.8422080287214
144,18432,502.6168322988309
145,18433,401.11452773805627
146,18434,339.466436742063
147,18435,280.4889889230913
148,18436,236.08842961548743
149,18437,211.33808766389384
150,18438,227.24583180528276
151,18439,263.54514241202213
152,18440,303.48867514660384
153,18441,392.1736788410717
154,18442,556.6459981108801
155,18443,617.1150760655129
156,18444,623.6532392948766
157,18445,551.5726692662374
158,18446,589.7655462727384
159,18447,582.3163275114143
160,18448,567.4536176566863
161,18449,580.6728547870932
162,18450,594.9639219551008
163,18451,631.3168240637206
164,18452,606.6736651158865
165,18453,566.2656726983449
166,18454,568.3200136037461
167,18455,554.8864104658195
168,18456,490.0809682517554
169,18457,391.11025238573075
170,18458,330.9997384023355
171,18459,273.4932585657144
172,18460,230.20010223255633
173,18461,206.0670633673014
174,18462,221.5780493719999
175,18463,256.97201182179947
176,18464,295.9193051474652
177,18465,382.3923989378349
178,18466,542.7625821441864
179,18467,601.7234890795075
180,18468,608.0985827097375
181,18469,537.8157881797459
182,18470,575.0560892219077
183,18471,567.7926628727115
184,18472,553.3006467515337
185,18473,566.1901803208503
186,18474,580.1248112065981
187,18475,615.5710285222196
188,18476,591.5424993886072
189,18477,552.1423305591552
190,18478,554.1454337489814
191,18479,541.046880716379
192,18480,374.3773458436935
193,18481,298.7727084011337
194,18482,252.85373553695302
195,18483,208.92400823730298
196,18484,175.85196910258236
197,18485,157.41651940587914
198,18486,169.2655038554745
199,18487,196.30327634461233
200,18488,226.05547087498275
201,18489,292.1130602068358
202,18490,414.6213138030429
203,18491,459.6620913009426
204,18492,464.5320837866831
205,18493,410.8424125299548
206,18494,439.29062000130193
207,18495,433.7420220052534
208,18496,422.67143799395285
209,18497,432.5178708886191
210,18498,443.1626632071772
211,18499,470.2403536675099
212,18500,451.88473991319546
213,18501,421.78658963247216
214,18502,423.316778528265
215,18503,413.3106737488206
216,18504,368.9187504535572
217,18505,294.4164637007455
218,18506,249.16701076446373
219,18507,205.87779926949577
220,18508,173.28796580872248
221,18509,155.12131352149586
222,18510,166.7975342806265
223,18511,193.44108350303284
224,18512,222.7594772339881
225,18513,287.85391626678194
226,18514,408.5759426893685
227,18515,452.9600047552377
228,18516,457.7589904911634
229,18517,404.85213955001643
230,18518,432.88555895823777
231,18519,427.4178620951749
232,18520,416.50869233481956
233,18521,426.2115596697509
234,18522,436.70114597778485
235,18523,463.3840311488465
236,18524,445.2960507589297
237,18525,415.6367454729637
238,18526,417.1446235047436
239,18527,407.28441237519206
240,18528,518.4136239729319
241,18529,413.721193939729
242,18530,350.13555929619093
243,18531,289.3045037251562
244,18532,243.50847506490874
245,18533,217.98025228930086
246,18534,234.38796241682093
247,18535,271.8281274691735
248,18536,313.0270492492233
249,18537,404.49934226221814
250,18538,574.140877516653
251,18539,636.5104438071128
252,18540,643.254095583275
253,18541,568.9080985428006
254,18542,608.3013430713099
255,18543,600.6180021132237
256,18544,585.2881707532053
257,18545,598.9228765301445
258,18546,613.6630989917006
259,18547,651.1585398782843
260,18548,625.7408687711377
261,18549,584.0628897610877
262,18550,586.1817967399363
263,18551,572.3259876260742
264,18552,512.0151563643134
265,18553,408.61488203740043
266,18554,345.81404664454976
267,18555,285.7337922111982
268,18556,240.50299639290486
269,18557,215.2898531194203
270,18558,231.49505274774094
271,18559,268.4731163577879
272,18560,309.1635446215997
273,18561,399.5068501295126
274,18562,567.0546019295632
275,18563,628.6543781697255
276,18564,635.3147971073621
277,18565,561.8864079998127
278,18566,600.7934454005417
279,18567,593.2049352994641
280,18568,578.0643108292086
281,18569,591.5307316320799
282,18570,606.0890243919408
283,18571,643.1216815998375
284,18572,618.0177255220514
285,18573,576.8541527435444
286,18574,578.9469073277745
287,18575,565.2621121335056
288,18576,527.3839124401865
289,18577,420.8799534380136
290,18578,356.19407478322677
291,18579,294.31043862594515
292,18580,247.72198559885945
293,18581,221.75203924238076
294,18582,238.44365759708631
295,18583,276.5316626467897
296,18584,318.44346347904235
297,18585,411.4985329028875
298,18586,584.0754337358699
299,18587,647.5242019904205
300,18588,654.3845414826409
301,18589,578.7521101954586
302,18590,618.8269895243302
303,18591,611.0107010864726
304,18592,595.4156124047042
305,18593,609.2862441649307
306,18594,624.2815217435541
307,18595,662.4257590841776
308,18596,636.568277309538
309,18597,594.1691299559805
310,18598,596.3247011079077
311,18599,582.2291401840022
312,18600,511.1194842488137
313,18601,407.9000888300707
314,18602,345.2091114294929
315,18603,285.2339558548747
316,18604,240.0822826212798
317,18605,214.91324489641707
318,18606,231.09009664235026
319,18607,268.00347423666307
320,18608,308.622722416232
321,18609,398.8079896735976
322,18610,566.0626488816877
323,18611,627.5546681517417
324,18612,634.2034359664656
325,18613,560.9034957139787
326,18614,599.7424727300427
327,18615,592.1672372690049
328,18616,577.053098411491
329,18617,590.4959622991835
330,18618,605.0287881237159
331,18619,641.996663814871
332,18620,616.9366222836918
333,18621,575.8450572648259
334,18622,577.9341509771025
335,18623,564.2732947020424
336,18624,498.58365932231925
337,18625,397.89584469801537
338,18626,336.7424395117301
339,18627,278.23824732902335
340,18628,234.19397361400968
341,18629,209.64223704907232
342,18630,225.42233189647538
343,18631,261.4303641591619
344,18632,301.05337603877206
345,18633,389.02674029473087
346,18634,552.1792762408706
347,18635,612.1631291981514
348,18636,618.6488279226317
349,18637,547.1466575584873
350,18638,585.033061582909
351,18639,577.6436179541981
352,18640,562.9001716734131
353,18641,576.0133330289189
354,18642,590.1897236835198
355,18643,626.2509174111613
356,18644,601.8055037761329
357,18645,561.7217592002486
358,18646,563.7596153568475
359,18647,550.4338081415232
360,18648,382.88000169075815
361,18649,305.55827260322314
362,18650,258.5964128564643
363,18651,213.66897734388124
364,18652,179.84582393890616
365,18653,160.99167827702993
366,18654,173.10977045451168
367,18655,200.76161021267262
368,18656,231.18952049773583
369,18657,298.7473740801133
370,18658,424.03796888985187
371,18659,470.10168817202486
372,18660,475.0822852938198
373,18661,420.1732432543609
374,18662,449.2675510314027
375,18663,443.5929362778824
376,18664,432.2709231485567
377,18665,442.34098290300494
378,18666,453.22753398889506
379,18667,480.92019831362825
380,18668,462.14770178489584
381,18669,431.3659785895415
382,18670,432.9309203081382
383,18671,422.69756228740187
384,18672,377.42143804486795
385,18673,301.20205323640414
386,18674,254.90970952397743
387,18675,210.622786091182
388,18676,177.28183555590624
389,18677,158.6964857403259
390,18678,170.6418152320433
391,18679,197.89943401606266
392,18680,227.89354602446215
393,18681,294.48825490894285
394,18682,417.99263293279466
395,18683,463.39964060203977
396,18684,468.3092313869568
397,18685,414.18300511061875
398,18686,442.86252723671817
399,18687,437.2688131457063
400,18688,426.10821332862747
401,18689,436.0347083582407
402,18690,446.766054336201
403,18691,474.06391566763796
404,18692,455.55905094689194
405,18693,425.216170194209
406,18694,426.75880117854086
407,18695,416.67133595925844
408,18696,526.9162829803413
409,18697,420.50676066393896
410,18698,355.87823875019296
411,18699,294.04947459538784
412,18700,247.502331385705
413,18701,221.55541248929936
414,18702,238.2322304447302
415,18703,276.2864629943481
416,18704,318.16110078024684
417,18705,411.1336586013979
418,18706,583.5575361035302
419,18707,646.9500445584797
420,18708,653.8043010118068
421,18709,578.2389327353751
422,18710,618.2782778097275
423,18711,610.4689200473305
424,18712,594.8876594758333
425,18713,608.7459921956743
426,18714,623.7279735144215
427,18715,661.8383884939849
428,18716,636.0038344574693
429,18717,593.6422822787117
430,18718,595.7959420932816
431,18719,581.7128796536598
432,18720,520.5178411305953
433,18721,415.4004693185383
434,18722,351.55674349604453
435,18723,290.47877745635657
436,18724,244.4968648131203
437,18725,218.8650241503948
438,18726,235.33933242189053
439,18727,272.93146538952504
440,18728,314.29761170627285
441,18729,406.14118656740607
442,18730,576.4712890442821
443,18731,639.0940105479453
444,18732,645.8650344978246
445,18733,571.2172704602231
446,18734,610.7704103641618
447,18735,603.0558830770044
448,18736,587.6638286335635
449,18737,601.353877056816
450,18738,616.1539294062785
451,18739,653.8015625702237
452,18740,628.2807223001186
453,18741,586.4335742820136
454,18742,588.5610818072489
455,18743,574.6490325987548
456,18744,535.8865740107116
457,18745,427.665522207724
458,18746,361.93675596835214
459,18747,299.05541092654227
460,18748,251.71584312359857
461,18749,225.32720052010671
462,18750,242.28792678384525
463,18751,280.9899995159237
464,18752,323.5775165577192
465,18753,418.1328512419735
466,18754,593.4920951613869
467,18755,657.9638058887917
468,18756,664.9347500915187
469,18757,588.0829472008012
470,18758,628.803927270282
471,18759,620.861621990126
472,18760,605.015104021086
473,18761,619.1093627916262
474,18762,634.3463993003185
475,18763,673.1056109193049
476,18764,646.8312460896277
477,18765,603.7485253613002
478,18766,605.9388493594247
479,18767,591.6160350412545
480,18768,519.6221667214671
481,18769,414.6856742807729
482,18770,350.95180673187537
483,18771,289.9789398200569
484,18772,244.07614996413548
485,18773,218.48841496297683
486,18774,234.9343752794922
487,18775,272.46182206574525
488,18776,313.75678811597294
489,18777,405.44232432185606
490,18778,575.4793334562227
491,18779,637.9942977138346
492,18780,644.7536705109651
493,18781,570.2343556573567
494,18782,609.7194350023419
495,18783,602.018182389218
496,18784,586.6526136263428
497,18785,600.3191050740924
498,18786,615.0936904230108
499,18787,652.6765419043226
500,18788,627.1996162932803
501,18789,585.4244762192133
502,18790,587.5483228631202
503,18791,573.6602126351373
504,18792,507.08632297175353
505,18793,404.68141512680404
506,18794,342.48512210094674
507,18795,282.9832207897709
508,18796,238.18783211525096
509,18797,213.2173992009287
510,18798,229.26660202316197
511,18799,265.88870211836377
512,18800,306.18743037273
513,18801,395.66106025591426
514,18802,561.5959399687707
515,18803,622.6027356490163
516,18804,629.1990391110459
517,18805,556.4774968452288
518,18806,595.010001768232
519,18807,587.4945412664114
520,18808,572.49966563688
521,18809,585.8364540573765
522,18810,600.2546037011567
523,18811,636.930771857523
524,18812,612.0684750655286
525,18813,571.30115694774
526,18814,573.3737659590333
527,18815,559.8207052938805
528,18816,391.3826823013595
529,18817,312.3438565679105
530,18818,264.3391069012205
531,18819,218.4139602699318
532,18820,183.83969040712154
533,18821,164.56684756064237
534,18822,176.95404824977257
535,18823,205.21995706539522
536,18824,236.32358507313774
537,18825,305.38170727548
538,18826,433.4546514021722
539,18827,480.54131544788254
540,18828,485.632517527862
541,18829,429.5041011543195
542,18830,459.244511118789
543,18831,453.4438792407797
544,18832,441.87043626115474
545,18833,452.16412352668647
546,18834,463.29243408401817
547,18835,491.6000740642311
548,18836,472.4106935469314
549,18837,440.94539544607596
550,18838,442.5450900886924
551,18839,432.0844781648009
552,18840,385.9241033805897
553,18841,307.9876250109385
554,18842,260.6523932521094
555,18843,215.36776049297458
556,18844,181.27569484922793
557,18845,162.27164860122497
558,18846,174.4860861211433
559,18847,202.35777285946267
560,18848,233.0276013766294
561,18849,301.1225761858752
562,18850,427.40929852825093
563,18851,473.8392491233355
564,18852,478.8594446677377
565,18853,423.51384624789534
566,18854,452.83946940071405
567,18855,447.1197384116002
568,18856,435.7077091959104
569,18857,445.8578313348652
570,18858,456.83093634995146
571,18859,484.7437722320777
572,18860,465.8220242716875
573,18861,434.7955698415308
574,18862,436.3729536874494
575,18863,426.05823497326867
576,18864,535.4189620793544
577,18865,427.29234342229984
578,18866,361.62093177402534
579,18867,298.7944566778856
580,18868,251.4961971438994
581,18869,225.13058113732592
582,18870,242.07650755656368
583,18871,280.74480905447535
584,18872,323.29516444292585
585,18873,417.7679906173272
586,18874,592.9742169417731
587,18875,657.3896699784029
588,18876,664.3545313702515
589,18877,587.5697889765139
590,18878,628.2552361234314
591,18879,620.3198612589483
592,18880,604.4871708818507
593,18881,618.5691310730192
594,18882,633.7928718202284
595,18883,672.5182623459424
596,18884,646.2668243949724
597,18885,603.221697432238
598,18886,605.4101101646495
599,18887,591.0997938622731
600,18888,529.0205078342116
601,18889,422.1860421847239
602,18890,357.29942814804974
603,18891,295.22375262151263
604,18892,248.4907247489674
605,18893,222.44018758646007
606,18894,239.18360392945033
607,18895,277.3898049501752
608,18896,319.4316678843983
609,18897,412.7755089116568
610,18898,585.8879561546757
611,18899,649.5336207487478
612,18900,656.4152494759061
613,18901,580.5481130986296
614,18902,620.7473541332314
615,18903,612.9068099276986
616,18904,597.2633260451971
617,18905,611.177001613768
618,18906,626.2188130392501
619,18907,664.4814208528207
620,18908,638.543697276004
621,18909,596.0129754704531
622,18910,598.1752358628662
623,18911,584.0359331229135
624,18912,544.3892518827042
625,18913,434.45110398685824
626,18914,367.67944816345727
627,18915,303.8003923242922
628,18916,255.70970830543877
629,18917,228.90236865220112
630,18918,246.1322033409116
631,18919,285.44834493266774
632,18920,328.7115794795021
633,18921,424.76718230050324
634,18922,602.9087746407097
635,18923,668.403429802174
636,18924,675.484978927461
637,18925,597.4138020954053
638,18926,638.7808841442122
639,18927,630.712561780156
640,18928,614.6146140417991
641,18929,628.9325002513951
642,18930,644.4112961536612
643,18931,683.7854832300511
644,18932,657.09423454608
645,18933,613.3279391324223
646,18934,615.5530160433732
647,18935,601.0029478952436
648,18936,528.1248345347562
649,18937,421.4712480325356
650,18938,356.6944921333515
651,18939,294.72391560447403
652,18940,248.0700104212164
653,18941,222.06357886563242
654,18942,238.77864728876324
655,18943,276.92016220824786
656,18944,318.89084496413784
657,18945,412.0766475319442
658,18946,584.8960017955742
659,18947,648.4339092770981
660,18948,655.3038868659426
661,18949,579.5651995135204
662,18950,619.6963800734906
663,18951,611.869110525545
664,18952,596.2521122907954
665,18953,610.1422309130484
666,18954,625.1585753695383
667,18955,663.3564015807351
668,18956,637.4625926085743
669,18957,595.0038786578489
670,18958,597.1624781734693
671,18959,583.0471143843693
672,18960,515.588999847767
673,18961,411.46699611109483
674,18962,348.2278136233694
675,18963,287.7282016317074
676,18964,242.18169682926128
677,18965,216.79256691423825
678,18966,233.11087812992082
679,18967,270.34704701287
680,18968,311.32149269312345
681,18969,402.29539053731753
682,18970,571.0126183450508
683,18971,633.042358339531
684,18972,639.7492667111648
685,18973,565.8083506468433
686,18974,604.9869574734903
687,18975,597.3454799025307
688,18976,582.099174533134
689,18977,595.6595903664913
690,18978,610.3194993755264
691,18979,647.6106429172597
692,18980,622.3314623198039
693,18981,580.8805695967573
694,18982,582.987931516806
695,18983,569.2076170483136
696,18984,399.8853510148833
697,18985,319.1294310381075
698,18986,270.0817929107134
699,18987,223.15893655673136
700,18988,187.83355128705935
701,18989,168.1420118418246
702,18990,180.79832066606258
703,18991,209.67829767993234
704,18992,241.45764246487983
705,18993,312.0160311879887
706,18994,442.8713207385298
707,18995,490.9809281164579
708,18996,496.18273499986174
709,18997,438.83494599840236
710,18998,469.22145724626375
711,18999,463.2948084200906
712,19000,451.4699359419707
713,19001,461.98725040568297
714,19002,473.35732009618283
715,19003,502.27993487139224
716,19004,482.6736709488358
717,19005,450.5247988989473
718,19006,452.15924641695676
719,19007,441.47138090788724
720,19008,394.42677944819366
721,19009,314.77320535007624
722,19010,266.39508422853385
723,19011,220.1127408837723
724,19012,185.26955918351337
725,19013,165.84681597461812
726,19014,178.3303618623997
727,19015,206.81611733008262
728,19016,238.16166320889147
729,19017,307.7569058365059
730,19018,436.82597600922105
731,19019,484.2788708212817
732,19020,489.40967126477204
733,19021,432.8446991623599
734,19022,462.8164241573929
735,19023,456.97067611112124
736,19024,445.30721717947154
737,19025,455.68096671002525
738,19026,466.89583106738064
739,19027,495.4236422764038
740,19028,476.08501055018826
741,19029,444.37498157976574
742,19030,445.98711833113566
743,19031,435.44514583522187
744,19032,543.9216315232304
745,19033,434.0779184753562
746,19034,367.36361827679673
747,19035,303.5394333722636
748,19036,255.49005836689722
749,19037,228.70574572560344
750,19038,245.92078030306453
751,19039,285.2031500519698
752,19040,328.42922227566714
753,19041,424.4023150997033
754,19042,602.3908870869927
755,19043,667.829283543708
756,19044,674.9047497484814
757,19045,596.9006346220867
758,19046,638.2321831078942
759,19047,630.1707912844229
760,19048,614.0866713872333
761,19049,628.3922587957911
762,19050,643.8577586969349
763,19051,683.1981240704697
764,19052,656.529802678434
765,19053,612.8011017079499
766,19054,615.0242673187394
767,19055,600.4866974116646
768,19056,537.5231832456737
769,19057,428.97162200022615
770,19058,363.04211868131733
771,19059,299.96873264614555
772,19060,252.48458877505084
773,19061,226.01535468396156
774,19062,243.02787937404835
775,19063,281.8481490767497
776,19064,324.5657293204706
777,19065,419.40983805032386
778,19066,595.3046329089716
779,19067,659.9732416410802
780,19068,666.9654752587915
781,19069,589.8789652930428
782,19070,630.7243081199998
783,19071,622.7577468670339
784,19072,606.8628332879751
785,19073,621.0001362308878
786,19074,636.2837069799828
787,19075,675.1612900729936
788,19076,648.8066827625219
789,19077,605.5923864694557
790,19078,607.7893997646382
791,19079,593.4228432604895
792,19080,552.8919219191271
793,19081,441.23667951279793
794,19082,373.4221350664336
795,19083,308.54536934934526
796,19084,259.7035698067667
797,19085,232.47753348963008
798,19086,249.9764763553179
799,19087,289.9066862408617
800,19088,333.84563767003334
801,19089,431.4015072452221
802,19090,612.3254454421724
803,19091,678.8430440950104
804,19092,686.0351980409305
805,19093,606.7446483912402
806,19094,648.7578318239636
807,19095,640.5634924921368
808,19096,624.214115216166
809,19097,638.755628658736
810,19098,654.4761837317847
811,19099,694.4653456988527
812,19100,667.3572135447633
813,19101,622.907344075718
814,19102,625.1671738674688
815,19103,610.3898520988035
816,19104,536.6275094136796
817,19105,428.256827423044
818,19106,362.4371823069433
819,19107,299.4688953319198
820,19108,252.06387419715648
821,19109,225.63874573921436
822,19110,242.62292249258695
823,19111,281.3785060555878
824,19112,324.0249060786541
825,19113,418.7109762550905
826,19114,594.3126779600856
827,19115,658.8735295155772
828,19116,665.854111988047
829,19117,588.8960511235244
830,19118,629.6733334353833
831,19119,621.7200468478973
832,19120,605.8516189323378
833,19121,619.9653649149265
834,19122,635.2234686798874
835,19123,674.0362701320072
836,19124,647.7255774523018
837,19125,604.5832890568746
838,19126,606.7766414730878
839,19127,592.434023934025
840,19128,524.0916703649459
841,19129,418.25257202070304
842,19130,353.97050085104746
843,19131,292.47317892504987
844,19132,246.17555855640924
845,19133,220.36773195381335
846,19134,236.95515136168913
847,19135,274.8053885731465
848,19136,316.4555511739435
849,19137,408.9297158571528
850,19138,580.4292896789487
851,19139,643.4819732226417
852,19140,650.2994864211623
853,19141,575.1391974702609
854,19142,614.9639057173558
855,19143,607.1964111715006
856,19144,591.6986762502739
857,19145,605.4827193292493
858,19146,620.3843875227365
859,19147,658.2905059899197
860,19148,632.5944418987744
861,19149,590.4599750816894
862,19150,592.6020898845032
863,19151,578.5945217826259
864,19152,408.3880254615974
865,19153,325.9150100836903
866,19154,275.8244827923919
867,19155,227.9039160429796
868,19156,191.82741485998275
869,19157,171.71717853367312
870,19158,184.6425956744735
871,19159,214.13664130064504
872,19160,246.59170331842068
873,19161,318.65035957389773
874,19162,452.28799642437116
875,19163,501.4205478242685
876,19164,506.73295958567553
877,19165,448.1657971340992
878,19166,479.1984101010065
879,19167,473.1457442416986
880,19168,461.06944209554956
881,19169,471.81038390823005
882,19170,483.4222128949117
883,19171,512.9598028797835
884,19172,492.9366552708736
885,19173,460.10420881103107
886,19174,461.7734092278666
887,19175,450.85828998038625
888,19176,402.92945035543755
889,19177,321.55878157097663
890,19178,272.13777171966103
891,19179,224.85771839479338
892,19180,189.2634210938821
893,19181,169.42198117820595
894,19182,182.1746352705263
895,19183,211.27445909488813
896,19184,243.29572192523938
897,19185,314.3912314606947
898,19186,446.2426477751142
899,19187,494.7184861833158
900,19188,499.959891458767
901,19189,442.17554641383543
902,19190,472.79337285895673
903,19191,466.82160783200834
904,19192,454.906719336994
905,19193,465.5040961234249
906,19194,476.96071967632327
907,19195,506.1035058390087
908,19196,486.34799059997886
909,19197,453.9543875041587
910,19198,455.601277139888
911,19199,444.8320510001639
912,19200,552.4243056191708
913,19201,440.8634972410032
914,19202,373.10630792156337
915,19203,308.28441266276
916,19204,259.4839217750557
917,19205,232.28091226996017
918,19206,249.7650551528817
919,19207,289.6614934887557
920,19208,333.5632829174048
921,19209,431.03664321191627
922,19210,611.8075623843538
923,19211,678.2689028208372
924,19212,685.4549738990509
925,19213,606.2314853728438
926,19214,648.2091355510426
927,19215,640.0217266996351
928,19216,623.6861771447892
929,19217,638.2153918930895
930,19218,653.9226510804415
931,19219,693.8779916382682
932,19220,666.7927865770773
933,19221,622.3805112248397
934,19222,624.6384297330216
935,19223,609.8736060969113
936,19224,546.0258544694062
937,19225,435.75719847370107
938,19226,368.78480638620033
939,19227,304.71371033378546
940,19228,256.47845083408015
941,19229,229.59052002062518
942,19230,246.87215292526747
943,19231,286.30649100750475
944,19232,329.69978822791984
945,19233,426.0441639214573
946,19234,604.7213050253746
947,19235,670.4128573917004
948,19236,677.5156958454895
949,19237,599.2098128918336
950,19238,640.7012571929283
951,19239,632.608678954595
952,19240,616.4623358028128
953,19241,630.8232660099267
954,19242,646.3485959635633
955,19243,685.841154033127
956,19244,659.0696631943238
957,19245,615.171792750416
958,19246,617.4035589312514
959,19247,602.8097487748333
960,19248,561.3945957303907
961,19249,448.02225805125806
962,19250,379.1648245189302
963,19251,313.2903484809758
964,19252,263.69743308120735
965,19253,236.05269991428725
966,19254,253.82075107642555
967,19255,294.3650295283785
968,19256,338.97969813987834
969,19257,438.03583513531214
970,19258,621.7421204242552
971,19259,689.2826630226124
972,19260,696.5854218382694
973,19261,616.0754988295926
974,19262,658.7347839330752
975,19263,650.4144275775316
976,19264,633.8136206523225
977,19265,648.5787614271476
978,19266,664.5410757783102
979,19267,705.1452129090803
980,19268,677.6201970997934
981,19269,632.4867532718812
982,19270,634.7813359598608
983,19271,619.7767604697685
984,19272,545.130180894207
985,19273,435.04240410145474
986,19274,368.1798701852652
987,19275,304.213873162866
988,19276,256.05773637680716
989,19277,229.21391118385398
990,19278,246.46719615990958
991,19279,285.83684812099233
992,19280,329.15896514116054
993,19281,425.34530232659176
994,19282,603.7293503608879
995,19283,669.3131455814912
996,19284,676.4043328933794
997,19285,598.2268990041225
998,19286,639.6502828096324
999,19287,631.5709792329731
1000,19288,615.4511217370966
1001,19289,629.7884949906404
1002,19290,645.2883579674445
1003,19291,684.7161344146906
1004,19292,657.9885581940629
1005,19293,614.162695627149
1006,19294,616.3908009300646
1007,19295,601.8209297318692
1008,19296,532.5943439451787
1009,19297,425.0381503747883
1010,19298,359.7131901475062
1011,19299,297.2181579277519
1012,19300,250.16942172233033
1013,19301,223.9428982813277
1014,19302,240.79942597834184
1015,19303,279.26373173952317
1016,19304,321.58961150428803
1017,19305,415.56404356697794
1018,19306,589.8459644051657
1019,19307,653.921591866583
1020,19308,660.8497099318354
1021,19309,584.4700476550795
1022,19310,624.9408575553781
1023,19311,617.04734598923
1024,19312,601.2981814255967
1025,19313,615.3058518307512
1026,19314,630.4492792957832
1027,19315,668.9703729099587
1028,19316,642.8574251749432
1029,19317,600.0393840175651
1030,19318,602.2162517156635
1031,19319,587.981429898534
1032,19320,416.8906971504882
1033,19321,332.70058692838586
1034,19322,281.56717081144194
1035,19323,232.64889399020456
1036,19324,195.82127713750558
1037,19325,175.29234406592445
1038,19326,188.4868694360025
1039,19327,218.59498347530405
1040,19328,251.7257625067405
1041,19329,325.2846858079774
1042,19330,461.70466905593514
1043,19331,511.86016414601215
1044,19332,517.2831807495479
1045,19333,457.49664524335566
1046,19334,489.17535971974723
1047,19335,482.9966768681778
1048,19336,470.6689451355504
1049,19337,481.633514224666
1050,19338,493.48710242911545
1051,19339,523.6396674241838
1052,19340,503.19963626413573
1053,19341,469.68361561605496
1054,19342,471.38756892044455
1055,19343,460.2451960082625
1056,19344,411.4321237481785
1057,19345,328.3443597754337
1058,19346,277.8804608894882
1059,19347,229.60269729286424
1060,19348,193.25728417173485
1061,19349,172.99714742688462
1062,19350,186.0189098024092
1063,19351,215.73280216295421
1064,19352,248.42978214237314
1065,19353,321.0255590242268
1066,19354,455.65932229368497
1067,19355,505.15810459705386
1068,19356,510.51011473679785
1069,19357,451.5063963929001
1070,19358,482.770324476978
1071,19359,476.6725424325157
1072,19360,464.50622430063896
1073,19361,475.32722840831764
1074,19362,487.0256112274298
1075,19363,516.7833725235467
